"price","size_sqft","lot_sqft","bedrooms","bathrooms","year_built","year_renovated","renovated","condition","location_quality","dist_center_km","crime_rate","school_rating","has_pool","garage_cars","waterfront"
4086100,1623,3856,4,3.5,1970,NA,"No","Poor","Medium",8.89,61.1,8,"No",2,"No"
2551700,1360,3799,3,2.5,1975,NA,"No","Poor","Low",30.28,66.4,4,"No",0,"No"
791968400,4535,13495,4,4,2009,2024,"Yes","Good","Premium",1.49,13.6,9,"Yes",3,"No"
9033900,1387,4846,3,1.5,1931,NA,"No","Fair","Low",39.75,77,7,"No",2,"No"
3561200,1962,5695,3,2.5,1965,NA,"No","Fair","Medium",13.46,25.2,7,"No",0,"No"
4391100,2387,6270,4,3,1965,NA,"No","Poor","Medium",14.61,51,8,"No",2,"No"
7753900,2046,2366,3,3,2001,2008,"Yes","Excellent","Medium",15.81,52.7,6,"No",1,"No"
11728000,914,2600,1,1,1982,NA,"No","Good","Low",32.48,76.2,5,"No",2,"No"
18300100,817,2000,1,1.5,1940,1953,"Yes","Excellent","Low",29.62,86.3,5,"No",1,"No"
8344600,1902,7796,4,2,1975,NA,"No","Poor","Medium",19.92,48.1,7,"No",2,"Yes"
665828900,3266,8578,6,6,1996,NA,"No","Good","Premium",2.87,0,9,"Yes",3,"Yes"
15607000,1592,3943,3,2.5,1943,NA,"No","Poor","Low",38.61,65.1,5,"Yes",4,"No"
2887400,1172,2175,2,1,1949,NA,"No","Fair","Low",39.67,68.8,4,"No",1,"No"
24300600,2828,5264,5,3.5,1977,2003,"Yes","Good","Medium",12.47,51.3,6,"Yes",3,"No"
43067700,3151,6464,4,4,2003,NA,"No","Good","High",9.63,35.1,7,"Yes",4,"No"
8368900,2897,5722,5,3.5,1984,NA,"No","Fair","Medium",8.52,42.5,9,"No",3,"No"
6364600,1294,3008,2,1.5,2023,NA,"No","Good","High",9.72,35.5,8,"No",1,"No"
8893200,1144,2000,3,2.5,2005,NA,"No","Fair","Medium",19.53,46.6,5,"Yes",2,"No"
3528000,1400,4123,4,2.5,1987,NA,"No","Good","Medium",14.33,65.8,8,"No",0,"No"
32150400,3002,9305,5,3.5,1993,2014,"Yes","Excellent","High",10.07,34.1,10,"Yes",3,"No"
21741400,2654,5555,5,3.5,1996,2023,"Yes","Excellent","High",9.85,17.9,8,"No",1,"No"
95084000,2875,9137,4,4,2008,2024,"Yes","Good","High",5.8,22,8,"Yes",4,"No"
3144800,915,3158,3,2.5,1979,NA,"No","Poor","Low",31.28,60.1,3,"No",1,"No"
8734100,2041,3893,4,4,1990,NA,"No","Good","Medium",12.83,62,6,"No",2,"No"
2360000,953,2581,1,1.5,2012,NA,"No","Fair","Medium",20.26,65.5,8,"No",1,"No"
15392900,1341,2605,4,3.5,1982,NA,"No","Fair","Low",26.66,60.7,3,"No",2,"No"
10307100,1928,4603,2,3,1976,NA,"No","Poor","Low",25.75,89.1,4,"No",2,"No"
12195100,1611,3479,2,2.5,2008,2024,"Yes","Good","Medium",8.68,35.1,7,"Yes",4,"No"
7560000,2524,7562,4,3,1997,NA,"No","Fair","Medium",16.6,48.2,9,"No",1,"No"
2047500,906,2000,1,2,1999,NA,"No","Fair","Medium",8.87,41.5,6,"No",1,"No"
10105900,3830,8424,4,2.5,1987,NA,"No","Good","High",6.77,28.2,8,"Yes",2,"No"
4440400,1873,2955,2,2,1963,NA,"No","Poor","Low",19.05,60.9,6,"No",0,"No"
5305000,1205,2113,2,2,1995,NA,"No","Fair","Low",39.56,55.3,4,"No",0,"No"
3249000,990,2000,2,1,1982,NA,"No","Fair","Low",20.52,89.8,2,"No",0,"No"
2165200,800,3053,2,1,1963,NA,"No","Poor","Low",30.52,81.6,3,"No",0,"No"
14809800,1222,3657,2,2,1988,2017,"Yes","Excellent","Low",26.03,44.1,5,"No",0,"No"
11020400,1392,2901,4,4.5,1995,NA,"No","Good","Low",16.24,88.6,2,"No",0,"No"
18079400,2314,4663,5,3,2003,NA,"No","Fair","High",3.72,38.2,8,"Yes",2,"No"
3008100,946,2301,1,2,1980,NA,"No","Fair","Low",22.22,54.3,3,"No",0,"No"
1426300,600,2000,1,2.5,1960,NA,"No","Poor","Medium",21.94,49.7,5,"No",0,"No"
12376000,2502,8511,3,2.5,1994,NA,"No","Good","High",7.95,43.2,5,"Yes",3,"No"
14703600,1082,3466,3,1.5,2006,2023,"Yes","Excellent","Medium",19.76,63.1,6,"Yes",2,"No"
12602200,2295,4938,5,3.5,1968,NA,"No","Fair","Medium",23.01,48.9,5,"Yes",3,"No"
18819700,1603,4293,4,3.5,2003,2024,"Yes","Excellent","Medium",13.64,43.9,6,"No",1,"No"
20066800,1977,5430,4,3.5,1991,1997,"Yes","Good","Medium",9.73,36.7,7,"No",2,"No"
10962900,1902,3674,3,3,1998,NA,"No","Good","High",9.68,34.7,7,"No",1,"No"
19614300,2290,8111,5,4.5,2015,NA,"No","Fair","Medium",13.28,40.4,5,"Yes",2,"No"
36723000,3313,9096,6,4,2005,NA,"No","Good","High",11.26,27.2,6,"Yes",3,"No"
2844300,1160,3425,1,1.5,1945,NA,"No","Fair","Low",33.53,75,5,"No",1,"No"
19216100,3119,6526,4,4.5,1993,NA,"No","Fair","High",5.02,32.8,7,"Yes",3,"No"
9846300,1892,6785,4,3,2010,2024,"Yes","Good","Medium",20.38,38.3,7,"No",0,"No"
5833100,2105,2485,5,3,2001,NA,"No","Fair","Medium",24.21,41.1,7,"No",2,"No"
4581300,1224,2828,4,3.5,1941,NA,"No","Fair","Low",25.49,57.6,6,"No",1,"No"
10035500,1214,3306,2,2,1948,NA,"No","Fair","Low",32.97,63.6,5,"No",2,"No"
166133300,3012,12805,4,3,1997,NA,"No","Fair","Premium",4.16,18.8,10,"Yes",3,"No"
3294400,2036,4344,3,1.5,2004,NA,"No","Fair","Medium",11.08,43.7,6,"Yes",3,"No"
6987900,2213,6252,4,3,2000,2024,"Yes","Excellent","Medium",13.69,55.4,7,"No",2,"No"
3680800,1359,3736,3,2,1946,NA,"No","Poor","Low",15.53,79.5,5,"No",1,"No"
5763500,744,2605,3,2.5,1975,NA,"No","Poor","Low",25.12,62.9,6,"No",0,"No"
168667300,3250,10393,5,3.5,2016,2024,"Yes","Excellent","High",11.36,26.3,9,"Yes",3,"No"
8106400,1444,3139,2,2,1989,2002,"Yes","Good","Low",24.71,79.3,2,"No",2,"No"
11728400,1210,3959,4,3,1978,NA,"No","Fair","Low",32.79,100,6,"No",1,"No"
6377900,1901,4652,3,1.5,1993,NA,"No","Good","Medium",12.03,55.9,7,"Yes",2,"No"
4205000,2125,7058,5,4,1965,NA,"No","Fair","Medium",18.96,25.4,6,"No",0,"No"
3456400,1632,2789,3,2.5,1991,NA,"No","Fair","Medium",21.04,57.7,5,"No",1,"No"
121800400,2687,6074,4,4,2017,NA,"No","Good","Premium",3.57,34.2,10,"Yes",2,"No"
3523300,1849,4263,2,1.5,1996,NA,"No","Fair","Medium",13.6,62.1,7,"Yes",3,"No"
7047000,2027,5458,5,4.5,1995,NA,"No","Fair","Medium",19.26,47.9,5,"No",0,"No"
8334900,1390,5186,2,2.5,1988,2016,"Yes","Good","Medium",21.14,62.6,9,"No",1,"No"
6207000,2024,4381,4,3,1960,NA,"No","Fair","Medium",19.07,72.5,6,"Yes",2,"No"
6796100,1447,2332,3,2,1939,NA,"No","Fair","Low",18.84,82.9,6,"No",2,"No"
8592900,1159,3528,3,2.5,1981,NA,"No","Fair","Low",31.24,77.7,6,"No",0,"No"
10399800,2988,6541,5,4.5,1985,NA,"No","Fair","High",3.88,31.4,8,"Yes",2,"No"
14245300,1272,3372,4,3.5,1997,2011,"Yes","Good","Medium",22.92,28.6,6,"No",1,"No"
3753400,774,2536,3,1.5,1974,NA,"No","Fair","Low",17.18,86.8,6,"No",1,"No"
3553000,754,2000,1,1.5,1944,NA,"No","Fair","Low",15.12,85.7,8,"No",2,"No"
93779500,3098,8696,6,5,1981,1996,"Yes","Excellent","High",10.06,34.1,8,"Yes",3,"No"
6043500,915,2000,3,3,1984,NA,"No","Good","Medium",15.49,25.8,7,"No",1,"No"
1226300,1194,2362,1,1,1988,NA,"No","Good","Medium",17.99,52.2,5,"No",2,"No"
17105200,1233,4127,4,3,2004,2024,"Yes","Excellent","Medium",21.62,27.6,9,"No",1,"No"
7446500,2590,6542,3,2.5,1982,NA,"No","Fair","High",11.2,43.8,9,"Yes",2,"No"
12274700,2184,5632,5,4.5,1995,NA,"No","Fair","High",8.06,27.7,9,"No",0,"No"
10463700,1001,2366,3,2.5,1982,NA,"No","Fair","Low",20.85,72.2,5,"No",2,"No"
4070500,1357,3617,3,3,2001,NA,"No","Good","Medium",8.14,51.5,6,"No",2,"No"
5850400,932,3699,2,2.5,2003,2024,"Yes","Excellent","Medium",15.81,51.7,7,"No",2,"No"
35772800,2908,11719,4,4.5,2021,2024,"Yes","Good","High",4.75,23.4,7,"Yes",4,"No"
49212200,1922,3729,4,3.5,1984,2004,"Yes","Excellent","Low",29.96,91.6,7,"No",1,"No"
12738100,2975,8616,4,4.5,1996,NA,"No","Fair","Medium",15.24,51.2,8,"No",3,"No"
24634100,2031,6378,3,3,2021,2024,"Yes","Excellent","High",7.16,12.4,9,"No",0,"No"
17163500,2398,7366,4,3.5,1983,1996,"Yes","Good","Medium",23.23,40.3,8,"Yes",3,"No"
2756500,1485,2000,2,1.5,1990,NA,"No","Good","Medium",17.31,21.9,6,"No",0,"No"
28383900,2702,4588,5,3.5,1998,2024,"Yes","Good","High",9.1,32.3,10,"No",3,"No"
77761100,3383,8529,6,4,2022,NA,"No","Good","Premium",5.71,9,9,"Yes",2,"No"
24718200,990,2185,3,3.5,1990,NA,"No","Fair","Low",21.79,68,7,"No",2,"No"
16306100,1223,3989,4,3.5,1985,NA,"No","Fair","Low",36.28,83.1,3,"No",1,"No"
9841000,2105,4238,5,3.5,1997,NA,"No","Good","Medium",10.99,49.6,5,"No",2,"No"
12374600,2735,6004,4,3,1986,2006,"Yes","Excellent","High",11.08,18.2,8,"Yes",3,"No"
38073400,1732,5016,4,3.5,1988,2001,"Yes","Good","Low",29.12,84.9,4,"No",2,"No"
58859800,2399,3914,5,5,1986,2013,"Yes","Good","High",5.79,16.2,9,"Yes",3,"No"
14664300,3701,6578,4,3.5,1984,NA,"No","Fair","High",7.06,23.7,6,"Yes",3,"No"
5687000,1956,3163,2,2,1988,NA,"No","Good","High",6.31,23.1,8,"Yes",2,"No"
2406900,1362,2852,3,1.5,1996,NA,"No","Fair","Medium",23.75,65.3,8,"No",0,"No"
5688600,784,2000,2,2,1946,NA,"No","Fair","Low",27.92,94.4,7,"No",0,"No"
8159100,2316,6783,3,2,2009,NA,"No","Good","High",3.56,55.1,9,"No",2,"No"
6909700,1170,2457,1,2,1989,2003,"Yes","Excellent","Medium",20.76,40.7,5,"No",2,"No"
7341900,2500,6515,5,3,1981,NA,"No","Fair","High",3.73,29.5,10,"No",2,"No"
21527300,1941,5812,2,3,2010,2024,"Yes","Excellent","High",7.6,27.1,9,"No",1,"No"
10590100,1828,5444,3,2.5,1978,NA,"No","Fair","Medium",16.38,34.3,8,"Yes",3,"No"
6533100,1596,3960,3,2,2014,2024,"Yes","Good","Medium",12.15,71.4,7,"No",2,"No"
29832300,1058,2935,2,2.5,1983,NA,"No","Good","Low",38.72,77.8,8,"No",2,"No"
4074200,833,2000,1,1.5,1992,NA,"No","Fair","Low",20.38,67.4,4,"No",0,"No"
1338200,619,2000,1,1.5,1984,NA,"No","Fair","Medium",17.89,43.4,6,"No",0,"No"
9327400,2313,7587,3,2.5,1971,NA,"No","Fair","Medium",9.12,46.2,6,"Yes",3,"No"
3426500,1652,3194,3,2,1979,NA,"No","Poor","Medium",24.78,39.7,7,"No",2,"No"
4935400,2208,5882,3,1,2005,2011,"Yes","Excellent","Medium",13.21,42.6,6,"No",1,"No"
9165100,2200,6926,5,3.5,1994,NA,"No","Fair","Medium",20.27,58.9,7,"No",2,"No"
13432500,1650,5976,4,2.5,1942,NA,"No","Fair","Low",34.41,81.8,8,"No",1,"No"
57579500,3247,5151,6,4,1983,NA,"No","Good","High",9.94,18.8,7,"Yes",3,"No"
3483900,1177,2510,2,1,2014,NA,"No","Good","Medium",14.2,38.7,7,"No",1,"No"
5642900,1654,5339,2,2.5,1935,NA,"No","Fair","Low",34.7,82.1,6,"No",1,"No"
35983000,2873,6916,3,3,1998,NA,"No","Good","High",10.35,21.7,8,"Yes",3,"No"
36711800,2291,3199,5,4,1987,2005,"Yes","Good","High",11.87,26.1,9,"No",2,"No"
41242500,3241,9701,4,3.5,1980,1985,"Yes","Good","High",9.73,37.7,8,"Yes",4,"No"
204874800,3623,11122,5,3,2004,NA,"No","Good","High",11.78,38.4,10,"Yes",3,"No"
165024800,2337,6897,5,4.5,2008,2021,"Yes","Excellent","Medium",24.09,43.4,8,"Yes",3,"No"
21874700,2184,2685,5,4.5,1982,2005,"Yes","Excellent","Medium",9.8,66.5,7,"No",0,"No"
3106300,1670,2719,3,2,1983,NA,"No","Fair","Medium",10.22,47.8,8,"No",1,"No"
9043300,1206,2859,4,3.5,1983,NA,"No","Good","Medium",8.77,39.1,7,"Yes",3,"No"
6672900,2181,4987,3,2,2010,2024,"Yes","Good","Medium",8.38,61.4,7,"No",1,"No"
3714500,2264,8137,4,3.5,1971,NA,"No","Fair","Medium",10.07,33,7,"No",0,"No"
10796100,2571,8519,5,5,1993,NA,"No","Good","Medium",16.61,55,7,"No",2,"No"
4994200,2417,3878,3,2.5,1999,NA,"No","Fair","High",4.23,14.6,6,"No",2,"No"
36587400,3016,8682,6,4,1998,NA,"No","Fair","High",7.61,27,8,"Yes",3,"No"
13171600,2992,7034,3,2,1996,NA,"No","Fair","Medium",12.16,28,5,"Yes",3,"No"
8993000,2739,7108,4,3.5,1998,NA,"No","Fair","High",6,39.5,8,"Yes",2,"No"
3900700,1827,4447,2,1.5,1961,NA,"No","Poor","Medium",21.11,64.3,6,"No",2,"No"
17743000,2788,4612,5,3,1987,NA,"No","Good","High",6.31,10.4,9,"No",3,"No"
460230900,3408,6852,6,3.5,2017,2024,"Yes","Excellent","High",11.39,33.7,9,"Yes",3,"No"
59411800,3180,7459,4,3,1999,NA,"No","Good","Premium",3.79,4.9,9,"Yes",3,"No"
33691500,2612,7659,4,2.5,2017,2024,"Yes","Good","High",8.14,31.9,8,"Yes",2,"No"
5974800,600,2000,2,1,1960,NA,"No","Fair","Low",39.79,84.3,5,"No",2,"No"
17412700,2018,7346,3,3.5,1988,NA,"No","Good","Medium",15.58,51.6,7,"Yes",3,"No"
1984900,1088,2000,1,2,1994,NA,"No","Good","Medium",12.19,38.1,6,"No",0,"No"
30593900,1925,4756,2,1.5,1961,1984,"Yes","Good","Low",32.79,94.4,5,"No",2,"No"
29930200,2771,5809,4,3,2015,NA,"No","Good","High",5.19,13.8,9,"Yes",2,"No"
4989300,944,2971,3,3,1973,NA,"No","Poor","Low",38.81,41.3,4,"No",0,"No"
11746500,1955,6552,3,2.5,2014,NA,"No","Good","Premium",3.07,0,9,"No",2,"No"
32941000,1742,4102,4,3.5,1978,1992,"Yes","Excellent","Medium",14.54,42.1,4,"Yes",3,"No"
36042000,2437,5634,5,4,2006,NA,"No","Good","Medium",16.41,52.2,7,"Yes",3,"No"
29616400,2124,5126,4,3,2021,2024,"Yes","Excellent","High",11.51,28.9,8,"No",2,"No"
3965800,1124,2000,1,1.5,1993,2006,"Yes","Good","Medium",24.75,33.6,7,"No",0,"No"
56533000,1134,3099,1,1.5,1986,1995,"Yes","Excellent","Low",25.53,49.5,4,"No",2,"No"
52928500,2292,5564,5,4,2022,2024,"Yes","Good","High",8.36,42.2,6,"Yes",3,"No"
16521000,1779,3960,3,3,2003,2020,"Yes","Good","Medium",15.71,74.6,7,"Yes",3,"No"
23244900,2439,7236,5,4.5,1980,NA,"No","Fair","High",4.08,22.4,8,"No",0,"No"
22257400,1323,2806,3,3,2010,2022,"Yes","Excellent","Medium",22.1,29,5,"Yes",2,"No"
15608200,1298,3942,2,1.5,2010,2024,"Yes","Good","Medium",16.16,41.9,7,"Yes",2,"No"
11052000,2184,5904,5,4.5,1962,NA,"No","Fair","Medium",21.51,56.8,6,"No",2,"No"
5130400,1733,4994,2,1.5,2005,NA,"No","Fair","High",5.98,29.7,8,"No",2,"No"
79916900,2683,7682,4,3.5,2016,2024,"Yes","Good","High",3.11,24.7,8,"Yes",2,"No"
4421700,2748,6638,4,3,2000,NA,"No","Good","Medium",12.54,61.5,5,"No",1,"No"
4364800,2070,3072,3,2,1994,NA,"No","Fair","Medium",11.08,54.8,5,"Yes",3,"No"
4029400,1301,2000,2,3.5,2010,NA,"No","Fair","Medium",10.37,36.9,6,"No",1,"No"
5847400,1467,4001,4,3,1977,NA,"No","Poor","Medium",12.61,67.6,8,"Yes",2,"No"
2988300,1522,2629,4,2.5,1975,NA,"No","Fair","Medium",23.27,65.2,5,"No",2,"No"
24490200,2003,6698,4,3,1983,1997,"Yes","Excellent","High",8.72,28,8,"No",0,"No"
6936500,737,2000,3,3,1940,NA,"No","Poor","Low",15.86,67.9,3,"No",2,"No"
2483300,1298,3018,3,2,1974,NA,"No","Fair","Medium",17.41,63.7,8,"No",2,"No"
43632700,3184,6905,6,4.5,2017,NA,"No","Good","High",7.9,34.4,8,"Yes",2,"No"
5017200,1273,3455,2,1.5,2010,2020,"Yes","Good","Medium",17.13,50.2,7,"No",1,"No"
4199200,1890,3914,2,2.5,1989,NA,"No","Good","Medium",14.24,59.2,8,"No",1,"No"
7942400,1563,4498,3,3,1937,NA,"No","Fair","Low",27.66,86.2,3,"No",2,"No"
5020100,998,3169,1,1,1953,NA,"No","Fair","Low",26.23,78.7,5,"No",0,"No"
3267700,1373,3410,2,2,1986,NA,"No","Good","Medium",9.84,45,6,"No",2,"No"
22214100,1766,5820,3,3,1985,NA,"No","Fair","Low",39.57,66.2,7,"Yes",2,"No"
42429300,2620,4742,5,3,2015,2024,"Yes","Excellent","Medium",13.34,50.1,8,"Yes",3,"No"
3885000,987,2904,1,2,1967,NA,"No","Poor","Low",38.8,68.7,8,"No",0,"No"
5613600,1093,2767,3,2.5,1966,NA,"No","Poor","Low",31.86,88.3,4,"No",1,"No"
8489900,863,2000,3,2.5,1999,2004,"Yes","Excellent","Low",18.21,64.2,5,"No",0,"No"
3699700,1154,2957,2,2,2011,NA,"No","Good","Medium",17.41,42.6,5,"No",2,"No"
3685300,1508,5296,2,2,2001,2021,"Yes","Good","Medium",16.3,47.7,5,"No",0,"No"
6001300,1972,4556,3,1.5,2022,NA,"No","Good","High",10.4,40.3,8,"No",1,"No"
74822500,3123,10077,5,4,2016,NA,"No","Good","High",4.11,23.2,8,"Yes",3,"No"
81414500,3144,9711,4,2,1999,NA,"No","Fair","Premium",1.7,27.1,10,"Yes",3,"Yes"
15010200,1603,3401,2,1.5,1990,NA,"No","Good","High",10.96,40,8,"Yes",2,"No"
7557900,1557,2984,4,4,2000,NA,"No","Fair","Medium",20.4,48.7,6,"No",2,"No"
5241600,1031,4718,3,4,1995,NA,"No","Fair","Medium",11.64,39.9,9,"No",0,"No"
4614100,864,2385,2,1.5,1969,NA,"No","Fair","Low",19.93,97.3,4,"No",2,"No"
6442700,1735,5443,3,2,1967,NA,"No","Poor","Medium",16.99,36.3,8,"Yes",3,"No"
4448800,1388,3177,3,2,1994,NA,"No","Good","Medium",15.75,37.5,7,"No",0,"No"
8312000,2445,7531,3,2.5,1984,NA,"No","Fair","High",9.29,36.2,8,"No",2,"No"
2501600,1765,4171,3,1,2001,NA,"No","Fair","Medium",15.71,43.4,4,"No",1,"No"
203633200,3981,7685,4,2,2021,2024,"Yes","Excellent","Premium",3.92,10.8,10,"Yes",4,"No"
47696800,3172,7076,6,3.5,2001,NA,"No","Good","Premium",1.23,15.9,9,"Yes",2,"No"
145649900,4702,14651,5,3.5,2013,2023,"Yes","Excellent","Premium",4.75,17.5,9,"Yes",2,"No"
1930300,2039,6978,3,2.5,1968,NA,"No","Poor","Medium",13.5,50.4,7,"No",1,"No"
7776800,1792,5673,2,2.5,1995,NA,"No","Fair","Medium",22.36,52.8,6,"No",2,"No"
5772000,999,2000,1,1.5,1993,NA,"No","Good","Low",21.19,88.7,6,"No",2,"No"
4035800,1233,4124,2,1,1948,NA,"No","Fair","Low",35.69,74.5,4,"No",0,"No"
4916800,1975,3995,3,3,2002,NA,"No","Good","Medium",9,50.2,6,"No",0,"No"
4889900,1166,2000,2,2,2001,2010,"Yes","Excellent","Medium",20.93,64.3,6,"No",0,"No"
8929200,2092,6262,5,3,2011,2024,"Yes","Good","Medium",9.29,57.1,9,"No",0,"No"
13998200,1615,5010,3,3.5,1963,1986,"Yes","Excellent","Medium",14.79,52.6,6,"No",0,"No"
19918300,1520,5312,2,2.5,2000,2016,"Yes","Excellent","Low",29.44,95,5,"No",2,"No"
125119400,4420,11150,5,4,1996,NA,"No","Fair","Premium",3.64,12.1,8,"Yes",2,"No"
4130100,1099,2144,1,1,2006,2015,"Yes","Excellent","Medium",9.91,56.6,6,"No",2,"No"
2989200,1773,3861,3,1.5,1968,NA,"No","Fair","Medium",9.09,61.3,8,"No",2,"No"
3403300,1009,2530,3,3,1978,NA,"No","Poor","Low",37.32,89.8,2,"No",0,"No"
23707700,2433,7775,4,3,1969,1979,"Yes","Good","Medium",24.38,45.2,8,"Yes",3,"No"
2504500,1916,6820,2,1,1996,NA,"No","Fair","Medium",11.56,50.6,7,"No",0,"No"
10140200,1053,2223,3,1.5,1980,2010,"Yes","Good","Low",32.27,35.7,3,"No",1,"No"
50003700,2707,12580,5,5,1979,NA,"No","Fair","Medium",24.54,50.9,6,"Yes",2,"No"
4317400,2031,3186,3,2,2012,NA,"No","Good","Medium",22.43,76.1,7,"No",0,"No"
14980700,1843,5500,3,3.5,1996,NA,"No","Fair","High",11.4,30.6,9,"Yes",3,"No"
27923100,3254,4719,5,3.5,2022,2024,"Yes","Excellent","High",11.81,36.2,8,"No",1,"No"
35505600,2557,8208,3,3,2011,2021,"Yes","Excellent","High",7.69,18.6,8,"No",1,"No"
8725400,1967,5268,2,2,1982,NA,"No","Good","High",11.21,34,9,"No",2,"No"
4571700,2279,6807,5,4.5,1977,NA,"No","Poor","Medium",11.55,57,6,"No",1,"No"
8107800,1456,3925,2,2,1968,NA,"No","Poor","Low",19.18,76.8,3,"Yes",3,"No"
8912300,888,2967,3,3,1932,NA,"No","Fair","Low",28.9,79.5,5,"No",2,"No"
18399400,3235,7779,4,4,1985,NA,"No","Fair","High",7.17,49,8,"Yes",3,"No"
8389400,3108,8893,5,4,1988,NA,"No","Fair","High",6.76,27.6,7,"No",2,"No"
3021300,681,2120,2,2,2007,2024,"Yes","Excellent","Medium",13.02,59.8,6,"No",0,"No"
1829200,1561,4265,3,2.5,1965,NA,"No","Poor","Medium",11.32,40,7,"No",2,"No"
14220000,2233,6984,5,4,2017,NA,"No","Fair","High",9.96,21,7,"No",1,"No"
22593500,3021,5916,4,2,2007,2024,"Yes","Excellent","High",6.78,32.6,9,"Yes",3,"No"
6568600,672,2000,1,2,1984,NA,"No","Fair","Low",25.08,61.4,4,"No",1,"No"
3574900,1467,3968,2,1.5,1940,NA,"No","Fair","Low",36.26,31.6,5,"No",2,"No"
3453100,2071,4723,5,3.5,1996,NA,"No","Fair","Medium",12.15,63.1,5,"No",0,"No"
221311500,2720,10360,4,3,2024,2024,"Yes","Excellent","High",7.14,43.5,7,"Yes",4,"No"
44759800,2168,3954,3,3,2024,2024,"Yes","Good","High",11.7,29.7,8,"No",2,"No"
4939800,1095,2204,2,2.5,2014,2023,"Yes","Good","Medium",8.97,49.8,8,"No",2,"No"
377468000,3644,12635,6,4,2019,NA,"No","Fair","Premium",2.81,15.1,10,"Yes",4,"No"
8376400,2049,2489,4,3,2004,2024,"Yes","Excellent","Medium",19.27,54.9,7,"No",2,"No"
9202900,1337,3234,3,2,1993,NA,"No","Fair","Low",30.36,73.2,3,"No",1,"No"
2106500,1076,4035,2,1,1955,NA,"No","Poor","Low",21.08,82.5,2,"No",0,"No"
7652800,1979,4781,2,2,1974,NA,"No","Fair","Medium",14.07,40.6,5,"Yes",3,"No"
190292900,3217,6944,6,5.5,2001,2014,"Yes","Good","Premium",5.3,7,10,"Yes",3,"No"
14905700,1499,5697,4,3,1934,NA,"No","Fair","Low",27.89,64.1,7,"No",2,"No"
9851700,1509,4077,2,3,2007,NA,"No","Good","High",8.27,38.4,9,"No",1,"No"
3300800,2394,2000,5,4,1961,NA,"No","Poor","Medium",16.67,57.7,5,"No",0,"No"
1549700,1245,2000,3,2.5,1988,NA,"No","Fair","Medium",22.75,66.4,4,"No",0,"No"
9085000,3344,8621,5,3,1987,NA,"No","Good","High",6.82,45.4,7,"No",3,"No"
8068000,1558,2000,3,3.5,1999,NA,"No","Fair","Medium",21.13,80.9,8,"No",1,"No"
12150500,2473,8195,5,3,2011,NA,"No","Good","Medium",23.24,54.5,8,"No",1,"No"
8645300,983,3062,3,2.5,1989,NA,"No","Fair","Low",30.59,62.9,5,"No",0,"No"
12768300,1103,2000,2,1,1987,2003,"Yes","Good","Low",32.77,100,7,"Yes",2,"No"
89165500,3874,10387,4,3.5,2003,2017,"Yes","Excellent","Premium",5.22,28.6,8,"Yes",2,"No"
4909100,2259,5042,3,2.5,1983,NA,"No","Fair","High",9.83,30.9,8,"No",1,"No"
47717700,3175,7092,6,4.5,1996,NA,"No","Fair","High",8.34,25.8,10,"Yes",3,"No"
11968300,2094,4780,4,3.5,2003,2024,"Yes","Good","Medium",19.99,56.2,5,"No",1,"No"
4070357200,3971,11407,6,4,2018,2024,"Yes","Good","Premium",5.88,19.2,10,"Yes",3,"No"
9057800,1249,4585,3,2.5,2019,2024,"Yes","Good","High",5.37,29.3,9,"No",1,"No"
11513400,3431,6426,4,4,1983,NA,"No","Fair","High",5.59,29.4,8,"No",1,"No"
4149100,1166,3222,2,2.5,1967,NA,"No","Fair","Medium",9.41,41.1,7,"No",1,"No"
4575800,1473,3373,2,2.5,2011,2024,"Yes","Excellent","Medium",12.52,65.4,6,"No",0,"No"
54293600,2154,6849,4,3,2019,2024,"Yes","Excellent","High",11.65,32.4,8,"No",1,"No"
23606500,2372,6173,5,2.5,1994,2005,"Yes","Good","High",7.14,34.8,8,"Yes",2,"No"
2201300,1079,2000,2,2,2001,NA,"No","Good","Medium",23.48,59.2,3,"No",0,"No"
6578000,2391,7688,4,3,1987,NA,"No","Good","High",8.69,19.7,8,"No",0,"No"
6240500,2260,6023,4,3.5,1980,NA,"No","Fair","Medium",24.18,43.3,8,"No",2,"No"
6375700,1230,3294,2,1.5,1951,NA,"No","Fair","Low",23.7,83.4,5,"No",0,"No"
5291800,600,2000,1,2.5,1963,NA,"No","Poor","Low",33.17,82.9,5,"No",0,"No"
8927100,2082,4693,3,2.5,1932,NA,"No","Poor","Low",30.3,59.2,5,"Yes",2,"No"
21028700,2352,5339,3,2.5,2014,2024,"Yes","Good","High",9.74,37.1,8,"No",2,"Yes"
26087600,4402,12737,6,3.5,1995,NA,"No","Fair","High",10.29,38.2,9,"No",3,"No"
10847600,1637,3741,2,1.5,1963,NA,"No","Poor","Low",25.81,71.7,4,"Yes",3,"No"
9599000,1055,3230,2,2.5,1961,1991,"Yes","Good","Low",23.95,92.5,5,"No",0,"No"
436781900,4884,8088,5,4,2000,2005,"Yes","Excellent","Premium",4.33,0,10,"Yes",3,"No"
147246600,3513,12465,5,5.5,2005,NA,"No","Good","Premium",2.5,20.5,9,"Yes",3,"No"
5610100,1832,4769,2,1,1970,1991,"Yes","Excellent","Medium",11.54,61.1,5,"Yes",2,"No"
6781200,1160,2220,3,3,1954,NA,"No","Poor","Low",26.7,77.8,7,"No",0,"No"
